ACCOUNT_NO,PARCEL_NO,LAND_ACT,IMPV_ACT,LAND_ASS,IMPV_ASS
"P051974","566732202070",0.0000,261210.0000,0.0000,70530.0000
"P051978","566517105005",0.0000,25680.0000,0.0000,6930.0000
"P051979","566904300042",0.0000,49960.0000,0.0000,13490.0000
"P051980","566529200001",0.0000,17790.0000,0.0000,4800.0000
"P052003","595508315003",0.0000,0.0000,0.0000,0.0000
"P052016","566517109038",0.0000,0.0000,0.0000,0.0000
"P052048","566517101020",0.0000,31940.0000,0.0000,8620.0000
"P052049","566732400108",0.0000,46390.0000,0.0000,12530.0000
"P052078","590327400004",0.0000,22160.0000,0.0000,5980.0000
"P052080","567313200066",0.0000,82020.0000,0.0000,22150.0000
"P052081","567313200066",0.0000,73940.0000,0.0000,19960.0000
"P052082","567705200182",0.0000,56990.0000,0.0000,15390.0000
"P052083","590119300496",0.0000,78540.0000,0.0000,21210.0000
"P052084","594725100021",0.0000,17080.0000,0.0000,4610.0000
"P052085","590514400301",0.0000,73940.0000,0.0000,19960.0000
"P052086","595102100290",0.0000,73940.0000,0.0000,19970.0000
"P052087","595305100218",0.0000,73940.0000,0.0000,19960.0000
"P052088","590119300496",0.0000,56990.0000,0.0000,15390.0000
"P052089","590330100881",0.0000,73940.0000,0.0000,19970.0000
"P052090","590117400405",0.0000,56990.0000,0.0000,15390.0000
"P052091","590117400405",0.0000,56990.0000,0.0000,15390.0000
"P052092","590117400405",0.0000,17080.0000,0.0000,4620.0000
"P052093","590325100669",0.0000,56990.0000,0.0000,15390.0000
"P052094","590333100619",0.0000,73940.0000,0.0000,19960.0000
"P052095","590120400182",0.0000,73940.0000,0.0000,19960.0000
"P052096","590120400182",0.0000,75070.0000,0.0000,20260.0000
"P052097","590120400182",0.0000,75070.0000,0.0000,20260.0000
"P052098","590130300188",0.0000,73940.0000,0.0000,19960.0000
"P052099","590130300188",0.0000,73940.0000,0.0000,19960.0000
"P052100","590319300770",0.0000,22160.0000,0.0000,5980.0000
"P052101","590319300770",0.0000,73940.0000,0.0000,19960.0000
"P052102","590536100814",0.0000,73940.0000,0.0000,19960.0000
"P052103","590512200627",0.0000,73940.0000,0.0000,19970.0000
"P052104","590533100105",0.0000,75070.0000,0.0000,20270.0000
"P052105","590536100814",0.0000,73940.0000,0.0000,19960.0000
"P052106","590119300496",0.0000,56990.0000,0.0000,15390.0000
"P052107","595304100110",0.0000,73940.0000,0.0000,19960.0000
"P052108","590533100105",0.0000,75070.0000,0.0000,20270.0000
"P052109","595304100110",0.0000,75070.0000,0.0000,20270.0000
"P052110","590131200115",0.0000,75070.0000,0.0000,20270.0000
"P052111","590120100346",0.0000,56990.0000,0.0000,15390.0000
"P052112","590120100346",0.0000,17080.0000,0.0000,4610.0000
"P052113","595119400056",0.0000,22160.0000,0.0000,5990.0000
"P052114","595119400056",0.0000,22160.0000,0.0000,5990.0000
"P052115","590326200114",0.0000,73940.0000,0.0000,19960.0000
"P052116","590118400036",0.0000,73940.0000,0.0000,19960.0000
"P052117","590509300623",0.0000,56990.0000,0.0000,15390.0000
"P052118","590527207017",0.0000,73940.0000,0.0000,19960.0000
"P052119","590527207017",0.0000,56990.0000,0.0000,15390.0000
"P052120","590109300022",0.0000,73940.0000,0.0000,19960.0000
"P052121","590128100517",0.0000,73940.0000,0.0000,19970.0000
"P052122","590128100517",0.0000,56990.0000,0.0000,15390.0000
"P052123","590120100346",0.0000,17080.0000,0.0000,4610.0000
"P052124","566732100085",0.0000,56680.0000,0.0000,15300.0000
"P052126","594916400086",0.0000,109280.0000,0.0000,29510.0000
"P052127","594936200816",0.0000,73940.0000,0.0000,19960.0000
"P052128","590514400301",0.0000,73940.0000,0.0000,19960.0000
"P052129","595107200801",0.0000,73940.0000,0.0000,19970.0000
"P052131","590320300451",0.0000,22160.0000,0.0000,5990.0000
"P052132","595104400292",0.0000,77670.0000,0.0000,20970.0000
"P052138","566530100045",0.0000,61050.0000,0.0000,16480.0000
"P052140","595316100128",0.0000,73940.0000,0.0000,19960.0000
"P052150","616319100064",0.0000,108150.0000,0.0000,29200.0000
"P052151","590736400052",0.0000,73940.0000,0.0000,19960.0000
"P052152","595509400033",0.0000,75070.0000,0.0000,20270.0000
"P052153","595511300258",0.0000,73940.0000,0.0000,19960.0000
"P052154","590531400255",0.0000,73940.0000,0.0000,19970.0000
"P052155","616306300099",0.0000,73940.0000,0.0000,19960.0000
"P052156","616306200226",0.0000,75520.0000,0.0000,20390.0000
"P052157","616501100147",0.0000,73940.0000,0.0000,19960.0000
"P052158","616501300003",0.0000,73940.0000,0.0000,19960.0000
"P052159","594512200466",0.0000,15020.0000,0.0000,4050.0000
"P052175","205217500000",0.0000,4100.0000,0.0000,1110.0000
"P052177","566905105005",0.0000,497260.0000,0.0000,134260.0000
"P052180","590525300592",0.0000,73940.0000,0.0000,19960.0000
"P052181","590525300592",0.0000,75070.0000,0.0000,20270.0000
"P052184","595514200225",0.0000,22160.0000,0.0000,5980.0000
"P052185","595514200225",0.0000,73940.0000,0.0000,19960.0000
"P052187","566529216007",0.0000,205280.0000,0.0000,55430.0000
"P052189","595114300253",0.0000,16180.0000,0.0000,4370.0000
"P052197","590736400052",0.0000,56990.0000,0.0000,15390.0000
"P052203","590312400488",0.0000,108150.0000,0.0000,29200.0000
"P052204","590312100411",0.0000,73940.0000,0.0000,19960.0000
"P052205","566732202060",0.0000,148830.0000,0.0000,40180.0000
"P052208","595523400073",0.0000,91190.0000,0.0000,24620.0000
"P052213","566905100006",0.0000,61540.0000,0.0000,16620.0000
"P052221","705222100000",0.0000,413620.0000,0.0000,111680.0000
"P052224","616711100006",0.0000,3380.0000,0.0000,910.0000
"P052226","616711100006",0.0000,680.0000,0.0000,180.0000
"P052227","616711100006",0.0000,680.0000,0.0000,180.0000
"P052228","616711100006",0.0000,680.0000,0.0000,180.0000
"P052229","594925300387",0.0000,73940.0000,0.0000,19960.0000
"P052243","565336200077",0.0000,11919120.0000,0.0000,3218160.0000
"P052245","566529205006",0.0000,393120.0000,0.0000,106140.0000
"P052246","704593600000",0.0000,29110.0000,0.0000,7860.0000
"P052248","704593800000",0.0000,39360.0000,0.0000,10630.0000
"P052250","704594000000",0.0000,654020.0000,0.0000,176590.0000
"P052252","704594200000",0.0000,36630.0000,0.0000,9890.0000
"P052269","704594300000",0.0000,51990.0000,0.0000,14040.0000
"P052281","566905400032",0.0000,5850.0000,0.0000,1580.0000
"P052286","594512100207",0.0000,9410.0000,0.0000,2540.0000
"P052327","616910200027",0.0000,2280.0000,0.0000,620.0000
"P052382","704595300000",0.0000,130080.0000,0.0000,35120.0000
"P052410","205241000000",0.0000,150.0000,0.0000,40.0000
"P052411","205241100000",0.0000,1900.0000,0.0000,510.0000
"P052414","205241400000",0.0000,12450.0000,0.0000,3360.0000
"P052415","205241500000",0.0000,1350.0000,0.0000,360.0000
"P052416","205241600000",0.0000,190.0000,0.0000,50.0000
"P052417","205241700000",0.0000,2520.0000,0.0000,680.0000
"P052418","205241800000",0.0000,380.0000,0.0000,100.0000
"P052419","205241900000",0.0000,590.0000,0.0000,160.0000
"P052420","205242000000",0.0000,290.0000,0.0000,80.0000
"P052425","704595500000",0.0000,57750.0000,0.0000,15590.0000
"P052432","704595800000",0.0000,17480.0000,0.0000,4720.0000
"P052434","704596000000",0.0000,99960.0000,0.0000,26990.0000
"P052435","704596100000",0.0000,74850.0000,0.0000,20210.0000
"P052436","704596100000",0.0000,98320.0000,0.0000,26550.0000
"P052438","590312300385",0.0000,73940.0000,0.0000,19960.0000
"P052439","590312200746",0.0000,73940.0000,0.0000,19960.0000
"P052440","616306400019",0.0000,73940.0000,0.0000,19960.0000
"P052441","616501100147",0.0000,96030.0000,0.0000,25930.0000
"P052442","616501200132",0.0000,22160.0000,0.0000,5980.0000
"P052443","616317200102",0.0000,73940.0000,0.0000,19960.0000
"P052544","590507401043",0.0000,168190.0000,0.0000,45410.0000
"P052566","566902103185",0.0000,186150.0000,0.0000,50260.0000
"P052757","595318100443",0.0000,140450.0000,0.0000,37920.0000
"P052759","616709400003",0.0000,145290.0000,0.0000,39230.0000
"P052760","616304300271",0.0000,74010.0000,0.0000,19980.0000
"P052761","590114200473",0.0000,96030.0000,0.0000,25930.0000
"P052762","616501300003",0.0000,22500.0000,0.0000,6080.0000
"P052763","616711100006",0.0000,71940.0000,0.0000,19420.0000
"P052789","566732404024",0.0000,82280.0000,0.0000,22220.0000
"P052790","566521200158",0.0000,457860.0000,0.0000,123620.0000
"P052791","566732202096",0.0000,12250.0000,0.0000,3310.0000
"P052809","595527400281",0.0000,104460.0000,0.0000,28200.0000
"P052865","566732106097",0.0000,59350.0000,0.0000,16020.0000
"P053025","595328400813",0.0000,23280.0000,0.0000,6290.0000
"P053026","616709400003",0.0000,145290.0000,0.0000,39230.0000
"P053027","595328400813",0.0000,100870.0000,0.0000,27230.0000
"P053028","616711100006",0.0000,97490.0000,0.0000,26320.0000
"P053029","616711100006",0.0000,97490.0000,0.0000,26320.0000
"P053030","595335200081",0.0000,22500.0000,0.0000,6080.0000
"P053031","590110300436",0.0000,96030.0000,0.0000,25930.0000
"P053032","616711100006",0.0000,96030.0000,0.0000,25930.0000
"P053033","616711100006",0.0000,97490.0000,0.0000,26320.0000
"P053034","616711100006",0.0000,23280.0000,0.0000,6290.0000
"P053035","616711100006",0.0000,22160.0000,0.0000,5980.0000
"P053036","616711100006",0.0000,97490.0000,0.0000,26320.0000
"P053037","616711100006",0.0000,22160.0000,0.0000,5990.0000
"P053038","616709400003",0.0000,100870.0000,0.0000,27230.0000
"P053039","616709400003",0.0000,145290.0000,0.0000,39230.0000
"P053040","616709400003",0.0000,100870.0000,0.0000,27240.0000
"P053041","616711100006",0.0000,23280.0000,0.0000,6290.0000
"P053042","616711100006",0.0000,96030.0000,0.0000,25930.0000
"P053043","616523200115",0.0000,97490.0000,0.0000,26320.0000
"P053044","595336200084",0.0000,22500.0000,0.0000,6070.0000
"P053045","595327100812",0.0000,97490.0000,0.0000,26320.0000
"P053046","590110300436",0.0000,22500.0000,0.0000,6080.0000
"P053047","616711100006",0.0000,96030.0000,0.0000,25930.0000
"P053048","616711100006",0.0000,96030.0000,0.0000,25930.0000
"P053049","616506400107",0.0000,22500.0000,0.0000,6070.0000
"P053050","595335100082",0.0000,22500.0000,0.0000,6080.0000
"P053051","595327100812",0.0000,97490.0000,0.0000,26320.0000
"P053052","595328400813",0.0000,100870.0000,0.0000,27230.0000
"P053053","590113400060",0.0000,97490.0000,0.0000,26320.0000
"P053054","595524200182",0.0000,96030.0000,0.0000,25930.0000
"P053055","595305300493",0.0000,141920.0000,0.0000,38320.0000
"P053056","616711100006",0.0000,22160.0000,0.0000,5980.0000
"P053057","616711100006",0.0000,96030.0000,0.0000,25930.0000
"P053058","616711100006",0.0000,97490.0000,0.0000,26330.0000
"P053059","616521100050",0.0000,97490.0000,0.0000,26320.0000
"P053060","616910200027",0.0000,145290.0000,0.0000,39230.0000
"P053061","616505100085",0.0000,96030.0000,0.0000,25930.0000
"P053080","590330400866",0.0000,649410.0000,0.0000,175340.0000
"P053081","616711100006",0.0000,102340.0000,0.0000,27630.0000
"P053087","566736400100",0.0000,125290.0000,0.0000,33830.0000
"P053093","705309300000",0.0000,155300.0000,0.0000,41930.0000
"P053104","616316400165",0.0000,71940.0000,0.0000,19420.0000
"P053105","594721100030",0.0000,101660.0000,0.0000,27450.0000
"P053106","595327400077",0.0000,145290.0000,0.0000,39230.0000
"P053107","616711100006",0.0000,100870.0000,0.0000,27230.0000
"P053108","616709400003",0.0000,145290.0000,0.0000,39230.0000
"P053109","616711100006",0.0000,100870.0000,0.0000,27230.0000
"P053110","616711100006",0.0000,102340.0000,0.0000,27630.0000
"P053111","616711100006",0.0000,149410.0000,0.0000,40340.0000
"P053112","595117301017",0.0000,153160.0000,0.0000,41350.0000
"P053113","595126100068",0.0000,77670.0000,0.0000,20970.0000
"P053114","616317400060",0.0000,118430.0000,0.0000,31980.0000
"P053115","595318400446",0.0000,141920.0000,0.0000,38320.0000
"P053116","567313200066",0.0000,136810.0000,0.0000,36940.0000
"P053117","590310307001",0.0000,96030.0000,0.0000,25920.0000
"P053118","595124200075",0.0000,297410.0000,0.0000,80300.0000
"P053119","590115100190",0.0000,97490.0000,0.0000,26320.0000
"P053120","590115100190",0.0000,97490.0000,0.0000,26320.0000
"P053121","590316400236",0.0000,97490.0000,0.0000,26320.0000
"P053122","590334200113",0.0000,97490.0000,0.0000,26320.0000
"P053123","590524200321",0.0000,75070.0000,0.0000,20270.0000
"P053124","590524200321",0.0000,96030.0000,0.0000,25930.0000
"P053125","595106100263",0.0000,97490.0000,0.0000,26330.0000
"P053126","590128100517",0.0000,74010.0000,0.0000,19980.0000
"P053127","595302300008",0.0000,97490.0000,0.0000,26320.0000
"P053128","595313200038",0.0000,96030.0000,0.0000,25920.0000
"P053129","590128100517",0.0000,22160.0000,0.0000,5980.0000
"P053130","590316300655",0.0000,22160.0000,0.0000,5980.0000
"P053131","590109200014",0.0000,96030.0000,0.0000,25920.0000
"P053132","590107100029",0.0000,74010.0000,0.0000,19980.0000
"P053133","595106400299",0.0000,97490.0000,0.0000,26320.0000
"P053134","595507300023",0.0000,96030.0000,0.0000,25930.0000
"P053135","595507300023",0.0000,22500.0000,0.0000,6080.0000
"P053136","595323200361",0.0000,96030.0000,0.0000,25930.0000
"P053137","595106400312",0.0000,96030.0000,0.0000,25930.0000
"P053138","590107100184",0.0000,96030.0000,0.0000,25930.0000
"P053139","595123300066",0.0000,97490.0000,0.0000,26320.0000
"P053140","595123100260",0.0000,97490.0000,0.0000,26330.0000
"P053141","595323200361",0.0000,97490.0000,0.0000,26320.0000
"P053142","590315400189",0.0000,96030.0000,0.0000,25930.0000
"P053143","590525300592",0.0000,97490.0000,0.0000,26320.0000
"P053144","590129200162",0.0000,22500.0000,0.0000,6080.0000
"P053145","590129200162",0.0000,96030.0000,0.0000,25930.0000
"P053146","590129200162",0.0000,96030.0000,0.0000,25930.0000
"P053147","590129200162",0.0000,97490.0000,0.0000,26320.0000
"P053148","616507100099",0.0000,97490.0000,0.0000,26320.0000
"P053149","616507100099",0.0000,75070.0000,0.0000,20270.0000
"P053150","590116300144",0.0000,96030.0000,0.0000,25930.0000
"P053151","590116300144",0.0000,96030.0000,0.0000,25930.0000
"P053152","595303100012",0.0000,97490.0000,0.0000,26330.0000
"P053153","590115300054",0.0000,97490.0000,0.0000,26320.0000
"P053154","590115300054",0.0000,97490.0000,0.0000,26320.0000
"P053155","595322100360",0.0000,97490.0000,0.0000,26320.0000
"P053156","595107400100",0.0000,96030.0000,0.0000,25930.0000
"P053157","590130100077",0.0000,96030.0000,0.0000,25930.0000
"P053158","590519300612",0.0000,96030.0000,0.0000,25930.0000
"P053159","590516200604",0.0000,96030.0000,0.0000,25930.0000
"P053160","590511300010",0.0000,96030.0000,0.0000,25930.0000
"P053161","590521300004",0.0000,96030.0000,0.0000,25930.0000
"P053162","590130300188",0.0000,22500.0000,0.0000,6080.0000
"P053163","590327200163",0.0000,97490.0000,0.0000,26320.0000
"P053164","590520300668",0.0000,96030.0000,0.0000,25930.0000
"P053165","595103300295",0.0000,96030.0000,0.0000,25930.0000
"P053166","595323200361",0.0000,22500.0000,0.0000,6080.0000
"P053171","532517400801",0.0000,83570.0000,0.0000,22560.0000
"P053173","532322200009",0.0000,0.0000,0.0000,0.0000
"P053174","566731100023",0.0000,0.0000,0.0000,0.0000
"P053176","595514300200",0.0000,32410.0000,0.0000,8750.0000
"P053177","595514300200",0.0000,22500.0000,0.0000,6080.0000
"P053178","595316400418",0.0000,141920.0000,0.0000,38320.0000
"P053179","595309300363",0.0000,97490.0000,0.0000,26320.0000
"P053180","595113200035",0.0000,141920.0000,0.0000,38320.0000
"P053181","595113200035",0.0000,141920.0000,0.0000,38320.0000
"P053185","595114300253",0.0000,0.0000,0.0000,0.0000
"P053193","595508315014",0.0000,4580.0000,0.0000,1240.0000
"P053197","566124300082",0.0000,410970.0000,0.0000,110960.0000
"P053198","616308400035",0.0000,74010.0000,0.0000,19980.0000
"P053199","617911200002",0.0000,35370.0000,0.0000,9550.0000
"P053203","595322100360",0.0000,97490.0000,0.0000,26320.0000
"P053204","595102400839",0.0000,96030.0000,0.0000,25930.0000
"P053205","595123400067",0.0000,97490.0000,0.0000,26320.0000
"P053207","616910200027",0.0000,173870.0000,0.0000,46940.0000
"P053208","616910200027",0.0000,144090.0000,0.0000,38900.0000
"P053217","594707200062",0.0000,9070.0000,0.0000,2450.0000
"P053218","594501200262",0.0000,9410.0000,0.0000,2540.0000
"P053220","594512100445",0.0000,11050.0000,0.0000,2980.0000
"P053222","590330400866",0.0000,636040.0000,0.0000,171730.0000
"P053224","616501300134",0.0000,140450.0000,0.0000,37920.0000
"P053225","595103100006",0.0000,96030.0000,0.0000,25930.0000
"P053226","595103100006",0.0000,97490.0000,0.0000,26320.0000
"P053227","616512400144",0.0000,96030.0000,0.0000,25930.0000
"P053228","616511100015",0.0000,96030.0000,0.0000,25930.0000
"P053229","616502100137",0.0000,32410.0000,0.0000,8750.0000
"P053245","205324500000",0.0000,2010.0000,0.0000,540.0000
"P053283","508924300063",0.0000,126090.0000,0.0000,34040.0000
"P053286","704610800000",0.0000,12350.0000,0.0000,3330.0000
"P053353","567711105029",0.0000,91600.0000,0.0000,24730.0000
"P053355","566529225004",0.0000,81300.0000,0.0000,21950.0000
"P053407","590507100278",0.0000,79580.0000,0.0000,21490.0000
"P053567","566520337003",0.0000,0.0000,0.0000,0.0000
"P053622","567712116100",0.0000,324570.0000,0.0000,87630.0000
"P053628","595305300493",0.0000,96030.0000,0.0000,25930.0000
"P053629","595522400070",0.0000,96030.0000,0.0000,25920.0000
"P053630","616910200027",0.0000,145290.0000,0.0000,39230.0000
"P053631","616711100006",0.0000,96030.0000,0.0000,25930.0000
"P053632","616711100006",0.0000,141920.0000,0.0000,38320.0000
"P053633","616711100006",0.0000,96030.0000,0.0000,25930.0000
"P053634","616711100006",0.0000,22160.0000,0.0000,5990.0000
"P053635","616523200115",0.0000,97490.0000,0.0000,26330.0000
"P053636","616711100006",0.0000,140450.0000,0.0000,37920.0000
"P053637","616709400003",0.0000,100870.0000,0.0000,27230.0000
"P053638","616511300016",0.0000,140450.0000,0.0000,37920.0000
"P053639","616711100006",0.0000,96030.0000,0.0000,25930.0000
"P053640","595329100078",0.0000,23280.0000,0.0000,6280.0000
"P053641","595329100078",0.0000,23280.0000,0.0000,6280.0000
"P053642","616523200115",0.0000,100870.0000,0.0000,27240.0000
"P053643","616711100006",0.0000,97490.0000,0.0000,26320.0000
"P053648","205364800000",0.0000,2540.0000,0.0000,690.0000
"P053651","205365100000",0.0000,10740.0000,0.0000,2900.0000
"P053675","595530100082",0.0000,97490.0000,0.0000,26320.0000
"P053676","595520300064",0.0000,97490.0000,0.0000,26320.0000
"P053677","595534200092",0.0000,104980.0000,0.0000,28340.0000
"P053678","616503100009",0.0000,97490.0000,0.0000,26330.0000
"P053679","566905204016",0.0000,102040.0000,0.0000,27550.0000
"P053680","590331200898",0.0000,96030.0000,0.0000,25920.0000
"P053681","590331200898",0.0000,96030.0000,0.0000,25920.0000
"P053682","590528300636",0.0000,97490.0000,0.0000,26320.0000
"P053683","590528300636",0.0000,97490.0000,0.0000,26320.0000
"P053695","704613600000",0.0000,273360.0000,0.0000,73810.0000
"P053696","595501300176",0.0000,74010.0000,0.0000,19980.0000
"P053697","595501300176",0.0000,74010.0000,0.0000,19980.0000
"P053698","595504200107",0.0000,32410.0000,0.0000,8750.0000
"P053700","616315100023",0.0000,93290.0000,0.0000,25190.0000
"P053710","595320100355",0.0000,27330.0000,0.0000,7380.0000
"P053711","617911200002",0.0000,22130.0000,0.0000,5980.0000
"P053712","617911200002",0.0000,22130.0000,0.0000,5980.0000
"P053719","595316100128",0.0000,96030.0000,0.0000,25930.0000
"P053728","566902203173",0.0000,137930.0000,0.0000,37240.0000
"P053737","616711100006",0.0000,0.0000,0.0000,0.0000
"P053752","566732100101",0.0000,48690.0000,0.0000,13150.0000
"P053775","704614900000",0.0000,189830.0000,0.0000,51260.0000
"P053776","704615000000",0.0000,83970.0000,0.0000,22670.0000
"P053786","617911200002",0.0000,680.0000,0.0000,180.0000
"P053787","616321300197",0.0000,0.0000,0.0000,0.0000
"P053789","595536300183",0.0000,98100.0000,0.0000,26490.0000
"P053790","595536400099",0.0000,96030.0000,0.0000,25930.0000
"P053791","595526400289",0.0000,140450.0000,0.0000,37920.0000
"P053798","616711100006",0.0000,16600.0000,0.0000,4480.0000
"P053802","595310200142",0.0000,10280.0000,0.0000,2780.0000
"P053803","595507300023",0.0000,680.0000,0.0000,180.0000
"P053804","595313200038",0.0000,10280.0000,0.0000,2780.0000
"P053805","616711100006",0.0000,25770.0000,0.0000,6960.0000
"P053806","595123400262",0.0000,10280.0000,0.0000,2780.0000
"P053808","594707300070",0.0000,0.0000,0.0000,0.0000
"P053810","594707200042",0.0000,0.0000,0.0000,0.0000
"P053811","616711100006",0.0000,10280.0000,0.0000,2780.0000
"P053813","594302400802",0.0000,85020.0000,0.0000,22960.0000
"P053814","566529200016",0.0000,157400.0000,0.0000,42500.0000
"P053816","566732404051",0.0000,6320.0000,0.0000,1710.0000
"P053934","566905100020",0.0000,391380.0000,0.0000,105670.0000
"P053935","566529312016",0.0000,127670.0000,0.0000,34470.0000
"P053942","566529210034",0.0000,227490.0000,0.0000,61420.0000
"P053944","566516402003",0.0000,89130.0000,0.0000,24070.0000
"P053956","566904300051",0.0000,302260.0000,0.0000,81610.0000
"P053957","566904301155",0.0000,1210.0000,0.0000,330.0000
"P053958","590519100500",0.0000,265850.0000,0.0000,71780.0000
"P054005","566732400109",0.0000,220360.0000,0.0000,59500.0000
"P054009","566517105005",0.0000,36820.0000,0.0000,9940.0000
"P054026","594512200466",0.0000,5530.0000,0.0000,1490.0000
"P054027","594512300308",0.0000,5530.0000,0.0000,1490.0000
"P054028","594514100047",0.0000,11050.0000,0.0000,2980.0000
"P054035","617314100006",0.0000,27860.0000,0.0000,7520.0000
"P054036","616511400076",0.0000,97490.0000,0.0000,26320.0000
"P054037","616511400076",0.0000,22160.0000,0.0000,5990.0000
"P054038","616511400076",0.0000,141920.0000,0.0000,38320.0000
"P054039","595535100230",0.0000,140450.0000,0.0000,37920.0000
"P054040","595529300080",0.0000,71940.0000,0.0000,19420.0000
"P054041","595535100230",0.0000,140450.0000,0.0000,37920.0000
"P054042","616910200027",0.0000,71940.0000,0.0000,19420.0000
"P054043","595504200107",0.0000,22500.0000,0.0000,6080.0000
"P054044","616709400003",0.0000,100870.0000,0.0000,27230.0000
"P054058","566516402028",0.0000,0.0000,0.0000,0.0000
"P054071","205407100000",0.0000,20840.0000,0.0000,5630.0000
"P054072","205407200000",0.0000,4680.0000,0.0000,1260.0000
"P054073","205407300000",0.0000,4260.0000,0.0000,1150.0000
"P054074","205407400000",0.0000,1470.0000,0.0000,400.0000
"P054075","205407500000",0.0000,2870.0000,0.0000,770.0000
"P054089","616711100006",0.0000,680.0000,0.0000,180.0000
"P054091","566902403365",0.0000,191930.0000,0.0000,51820.0000
"P054113","704618900000",0.0000,92120.0000,0.0000,24870.0000
"P054115","566732303071",0.0000,0.0000,0.0000,0.0000
"P054130","566902200069",0.0000,1564940.0000,0.0000,422530.0000
"P054131","205413100000",0.0000,22260.0000,0.0000,6010.0000
"P054144","595314200041",0.0000,140450.0000,0.0000,37920.0000
"P054161","205416100000",0.0000,150.0000,0.0000,40.0000
"P054162","205416200000",0.0000,820.0000,0.0000,220.0000
"P054163","205416300000",0.0000,570.0000,0.0000,150.0000
"P054164","205416400000",0.0000,26430.0000,0.0000,7140.0000
"P054165","205416500000",0.0000,380.0000,0.0000,100.0000
"P054167","205416700000",0.0000,1290.0000,0.0000,350.0000
"P054168","205416800000",0.0000,440.0000,0.0000,120.0000
"P054169","205416900000",0.0000,14870.0000,0.0000,4010.0000
"P054170","205417000000",0.0000,1690.0000,0.0000,460.0000
"P054171","205417100000",0.0000,33100.0000,0.0000,8940.0000
"P054172","205417200000",0.0000,1290.0000,0.0000,350.0000
"P054200","595307300025",0.0000,140450.0000,0.0000,37920.0000
"P054203","595310100031",0.0000,140450.0000,0.0000,37920.0000
"P054204","595518300059",0.0000,96030.0000,0.0000,25930.0000
"P054208","595518200279",0.0000,140450.0000,0.0000,37920.0000
"P054209","595518200279",0.0000,140450.0000,0.0000,37920.0000
"P054213","595504200107",0.0000,22160.0000,0.0000,5980.0000
"P054215","595504200107",0.0000,97490.0000,0.0000,26320.0000
"P054220","595317300187",0.0000,141920.0000,0.0000,38320.0000
"P054277","566529307002",0.0000,5850.0000,0.0000,1580.0000
"P054301","566529215006",0.0000,121840.0000,0.0000,32900.0000
"P054302","566529215008",0.0000,74880.0000,0.0000,20220.0000
"P054309","566912201015",0.0000,56180.0000,0.0000,15170.0000
"P054318","566905104050",0.0000,968470.0000,0.0000,261490.0000
"P054343","567309100136",0.0000,1173280.0000,0.0000,316790.0000
"P054353","566904300078",0.0000,111390.0000,0.0000,30080.0000
"P054362","566732100098",0.0000,10180.0000,0.0000,2750.0000
"P054366","595115300106",0.0000,140450.0000,0.0000,37920.0000
"P054372","566516419053",0.0000,60720.0000,0.0000,16390.0000
"P054375","567711414005",0.0000,61200.0000,0.0000,16520.0000
"P054379","566909201160",0.0000,100400.0000,0.0000,27110.0000
"P054388","566133105025",0.0000,86750.0000,0.0000,23420.0000
"P054414","205441300000",0.0000,58860.0000,0.0000,15890.0000
"P054463","205446300000",0.0000,440.0000,0.0000,120.0000
"P054464","205446400000",0.0000,590.0000,0.0000,160.0000
"P054472","595102100189",0.0000,685410.0000,0.0000,185060.0000
"P054488","567712200036",0.0000,58290.0000,0.0000,15740.0000
"P054489","566529207012",0.0000,78460.0000,0.0000,21180.0000
"P054499","559715101007",0.0000,330920.0000,0.0000,89350.0000
"P054500","559715101007",0.0000,2780.0000,0.0000,750.0000
"P054502","595508315011",0.0000,28180.0000,0.0000,7610.0000
"P054506","566529226010",0.0000,115380.0000,0.0000,31150.0000
"P054511","567712200012",0.0000,122890.0000,0.0000,33180.0000
"P054567","595503300010",0.0000,114760.0000,0.0000,30990.0000
"P054568","595503300010",0.0000,146830.0000,0.0000,39640.0000
"P054569","595509400033",0.0000,140450.0000,0.0000,37920.0000
"P054570","595308100815",0.0000,96030.0000,0.0000,25930.0000
"P054571","595308400157",0.0000,97490.0000,0.0000,26320.0000
"P054572","595307400026",0.0000,140450.0000,0.0000,37920.0000
"P054573","595314200041",0.0000,96030.0000,0.0000,25930.0000
"P054574","595317200199",0.0000,141920.0000,0.0000,38320.0000
"P054575","595115300106",0.0000,97490.0000,0.0000,26320.0000
"P054576","595309300363",0.0000,96030.0000,0.0000,25930.0000
"P054577","595309300363",0.0000,97490.0000,0.0000,26320.0000
"P054578","595318300056",0.0000,97490.0000,0.0000,26320.0000
"P054579","595115200164",0.0000,96030.0000,0.0000,25930.0000
"P054580","595524200182",0.0000,140450.0000,0.0000,37920.0000
"P054581","616910200027",0.0000,0.0000,0.0000,0.0000
"P054582","616711100006",0.0000,22160.0000,0.0000,5980.0000
"P054583","616711100006",0.0000,22500.0000,0.0000,6080.0000
"P054584","590124400201",0.0000,97490.0000,0.0000,26320.0000
"P054585","616711100006",0.0000,96030.0000,0.0000,25930.0000
"P054586","616711100006",0.0000,140450.0000,0.0000,37920.0000
"P054587","616711100006",0.0000,102340.0000,0.0000,27630.0000
"P054605","704639700000",0.0000,865220.0000,0.0000,233610.0000
"P054697","595131400086",0.0000,471190.0000,0.0000,127220.0000
"P054698","566530200131",0.0000,375100.0000,0.0000,101280.0000
"P054699","566520329003",0.0000,129320.0000,0.0000,34920.0000
