ACCOUNT_NO,PARCELNUMBER,DOC_OCCURENCE,ACTUAL_YEAR_BLT,ABSTRACT_CODE,ABSTRACT_DESC,BUILDING_CODE,BUILDING_DESC,BEDROOMS,BATHROOMS,NUMBER_STORIES,IMPSQFT,UNITS,MODEL,ARCH_STYLE_DESC
"R009150","566130101006",0,1978,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1448,0,"SFR","CONVENTION"
"R009151","595517202009",0,1953,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1,1288,0,"SFR","CONVENTION"
"R009152","566520215011",0,1880,"1215","DUPLEX-TRIPLEX  ","1212","SINGLE FAM RES",3,2,2,2069,2,"SFR","VICTORIAN"
"R009156","566520317009",0,1958,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,1.5,1,1456,,"SFR","CONVENTION"
"R009179","591120100363",0,2002,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.75,1,2044,0,"SFR","MODULAR"
"R009185","566501105017",0,2016,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1.5,1128,,"SFR","CONVENTION"
"R009196","559330308004",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,1.5,1797,0,"SFR","MODERN"
"R009197","559525403002",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,3506,0,"SFR","CONVENTION"
"R009205","559525403003",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1.5,1567,0,"SFR","CONVENTION"
"R009210","559525402004",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2494,,"SFR","CONVENTION"
"R024098","566129102005",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2684.5,0,"SFR","CONVENTION"
"R024099","566129102006",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2064.5,,"SFR","CUSTOM"
"R024105","566129108003",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2257,0,"SFR","CONVENTION"
"R024106","566129108004",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2322,0,"SFR","CONVENTION"
"R024107","566129108005",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2421,0,"SFR","CONVENTION"
"R024110","566129108008",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,1,1743,0,"SFR","CONVENTION"
"R024111","566129108009",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,1937,0,"SFR","CONVENTION"
"R024112","566129108010",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1821,0,"SFR","CONVENTION"
"R024119","566305101002",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,1,3180,0,"SFR","CUSTOM"
"R024125","566304302002",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2.5,1,2049.8,0,"SFR","GREEN DESIGN"
"R024126","566304302003",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,3114,0,"SFR","CUSTOM"
"R024127","566304302004",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,1983.66,0,"SFR","CONVENTION"
"R024130","566516405001",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,3699,0,"SFR","CONVENTION"
"R024131","566516405002",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.75,1,3634,,"SFR","RANCH"
"R024132","566516405003",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,1,3509,0,"SFR","CONVENTION"
"R024139","566517308001",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2656,0,"SFR","CONVENTION"
"R024143","566520333011",0,1952,"2212","MERCHANDISING   ","2212","MERCHANDISING",0,1,1,1931,0,"COMMERCIAL","RETAIL/MERCHAND"
"R024152","559712200039",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.5,2,4568,0,"SFR","CUSTOM"
"R024166","566516334002",0,1993,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",4,2,2,1540,2,"SFR","DUPLEX"
"R024167","566516334003",0,1995,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",6,4,2,2292,2,"SFR","DUPLEX"
"R024170","566516334006",0,1994,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",4,2,1,1760,2,"SFR","DUPLEX"
"R023518","566519414005",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,1889,0,"SFR","CONVENTION"
"R023521","566520342003",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2128,0,"SFR","CONVENTION"
"R023527","590507100054",0,1979,"1212","SINGLE FAM RES  ","1231","TOWNHOME",2,1,1,960,,"SFR","TOWNHOME"
"R023528","566129100108",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,1,4205,0,"SFR","LOG HOME"
"R023535","566120405004",0,1991,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,2164,0,"SFR","CONVENTION"
"R023545","566120306010",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.75,1,2800,0,"SFR","CONVENTION"
"R023552","566520342004",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2045,,"SFR","CONVENTION"
"R023554","595517300022",0,1991,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,2,1,6000,0,"COMMERCIAL","WAREHOUSE"
"R023566","567706200138",0,1992,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,0.75,2,800,0,"SFR","CONVENTION"
"R023576","559703400050",0,1956,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",0,0.5,1,280,0,"SFR","OLD HOUSE"
"R023582","590530200570",0,1992,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,3.5,2,4438,0,"SFR","RANCH"
"R023583","566305300128",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,4,2,4184,0,"SFR","CUSTOM"
"R023591","567514201009",0,2020,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1323,,"SFR","CONVENTION"
"R023597","537124402006",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,4493,0,"SFR","CONVENTION"
"R023598","537124402007",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,4.5,1,4244,0,"SFR","CUSTOM"
"R023621","559703106012",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2133,0,"SFR","CONVENTION"
"R023622","567308300040",0,1930,"9210","EX FED RESIDENTIAL","4277","FARM/RANCH RESI",2,1.5,1,1162,0,"SFR","CONVENTION"
"R023635","590320300451",0,1968,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,1.75,1,1501,0,"SFR","CONVENTION"
"R023640","559715304051",0,2014,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.25,2,2486,,"SFR","CUSTOM"
"R023641","559715304052",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,2913,0,"SFR","CONVENTION"
"R023647","559715302058",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2178,0,"SFR","CONVENTION"
"R023664","590117400359",0,2001,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,3.25,2,2017,0,"SFR","CONVENTION"
"R023702","590519300582",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1,2412,0,"SFR","RANCH"
"R023703","590519300583",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1648,0,"SFR","LOG HOME"
"R023710","566515409004",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,2076,0,"SFR","CONVENTION"
"R023711","566515101001",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,1,3896,,"SFR","CONVENTION"
"R023722","594301200106",0,1937,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,1,2,5196,0,"SFR","CONVENTION"
"R023722","594301200106",1,1999,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,2,1,1818.3,,"SFR","MANUFACTURED"
"R023731","559721100041",0,1998,"1212","SINGLE FAM RES  ","1299","MODULAR SFR",4,3,1,3080,,"SFR","MODULAR"
"R023736","537125400023",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,4,2,5828,0,"SFR","CONVENTION"
"R023739","537125100026",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,3698.25,0,"SFR","CUSTOM"
"R023778","591114400379",0,1992,"4277","FARM/RANCH RESI ","4298","MANUFACTURED HOME AG",2,3,1,3072,0,"SFR","MANUFACTURED"
"R426962","566516419034",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,1680,,"SFR","CONVENTION"
"R426963","566516419035",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1379,0,"SFR","CONVENTION"
"R426966","566516419038",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1379,0,"SFR","CONVENTION"
"R426970","566516419042",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,1512,0,"SFR","CONVENTION"
"R426972","590316401001",0,1998,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,7,3,7288,,"SFR","CONVENTION"
"R426973","590316401002",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,2030,0,"SFR","CONVENTION"
"R426993","567502108057",0,1985,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,2308,0,"SFR","LOG HOME"
"R427000","590707100087",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2315,0,"SFR","CONVENTION"
"R427012","559305102036",0,2011,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,2002,,"SFR","LOG HOME"
"R427020","566732106014",0,2004,"2245","COMMERCIAL CONDO","2220","OFFICES",0,1,1,1191,0,"COMMERCIAL","OFFICE"
"R427021","566732106015",0,2004,"2245","COMMERCIAL CONDO","2230","SPECIAL PURPOSE",0,1,1,1149,0,"COMMERCIAL","SPEC PURPOSE"
"R427022","566732106016",0,2004,"2245","COMMERCIAL CONDO","2220","OFFICES",0,1,1,1210,0,"COMMERCIAL","OFFICE"
"R427025","566732106019",0,2004,"9271","EX CHAR NON-RESIDENTIAL","2220","OFFICES",0,1,1,1210,0,"COMMERCIAL","OFFICE"
"R427030","566732106024",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2,2,1533,,"SFR","CONVENTION"
"R427031","566732106025",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2,2,1649,,"SFR","CONVENTION"
"R427032","566732106026",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,2,1,1643,,"SFR","CONVENTION"
"R427035","566732106029",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2,1,1615,,"SFR","CONVENTION"
"R427040","566732106034",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,804,,"SFR","CONVENTION"
"R427042","566732106036",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2,2,1572,,"SFR","CONVENTION"
"R427058","566732106052",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1.75,1,1721,,"SFR","CONVENTION"
"R427059","566732106053",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1.75,1,1492,,"SFR","CONVENTION"
"R427060","566732106054",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2,1,1568,,"SFR","CONVENTION"
"R427061","566732106055",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",3,2.75,1.5,2791,,"SFR","CONVENTION"
"R427062","566732106056",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,795,,"SFR","CONVENTION"
"R427065","566732106059",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,845,,"SFR","CONVENTION"
"R427082","567107409074",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1.5,1318,0,"SFR","CONVENTION"
"R427094","567107409086",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1.5,1321,0,"SFR","CONVENTION"
"R427096","567107409088",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,1539,0,"SFR","CONVENTION"
"R427097","567107409089",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1.5,1321,0,"SFR","CONVENTION"
"R427108","566126301034",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,4,2,3924,0,"SFR","CONVENTION"
"R427119","567514100015",0,2021,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,2.75,1,2539,,"SFR","CONVENTION"
"R427124","567133400181",0,1989,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",2,1.5,1,1505,0,"SFR","MANUFACTURED"
"R426861","567701215007",0,2011,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1512,,"SFR","CONVENTION"
"R426865","567701215011",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1984,0,"SFR","CONVENTION"
"R426867","567701215013",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1738,,"SFR","CONVENTION"
"R426872","567701215018",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1733,0,"SFR","CONVENTION"
"R426880","566306101052",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2930,0,"SFR","CUSTOM"
"R426881","567509100344",0,2007,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1212","SINGLE FAM RES",3,2,1,2776,,"SFR","CONVENTION"
"R426881","567509100344",1,1997,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",1,1,1,1044,0,"SFR","CONVENTION"
"R426888","590327300167",0,2022,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,1,1535,,"SFR","SOUTHWEST"
"R426890","566516420002",0,2004,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,2074,,"SFR","TOWNHOME"
"R426891","566516420003",0,2004,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,2075,,"SFR","TOWNHOME"
"R426906","566512303002",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1734,0,"SFR","CONVENTION"
"R426925","537101206010",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,5,2,6092,,"SFR","CONTEMP"
"R426936","537101206021",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,5,2,8187,,"SFR","CONTEMP"
"R426943","537101206028",0,2022,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.25,1,3263,,"SFR","CONVENTION"
"R426964","566516419036",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1379,0,"SFR","CONVENTION"
"R426967","566516419039",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1379,0,"SFR","CONVENTION"
"R426968","566516419040",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1379,,"SFR","CONVENTION"
"R426969","566516419041",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,1533,0,"SFR","CONVENTION"
"R426974","590316401003",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,1,1802,0,"SFR","CONVENTION"
"R426983","559305403023",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1.5,1914,0,"SFR","CONVENTION"
"R426997","566503400159",0,1991,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.5,1.5,990,0,"SFR","CONVENTION"
"R426997","566503400159",1,2009,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.5,1,720,,"SFR","CONVENTION"
"R426998","566503400160",0,1992,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2834,0,"SFR","CONVENTION"
"R426999","566503400161",0,1911,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,0.75,1,1115,0,"SFR","CONVENTION"
"R426999","566503400161",1,2017,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,2,1552,,"SFR","CONVENTION"
"R427007","566514106003",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1.5,2867,0,"SFR","CONVENTION"
"R427017","566732106011",0,2004,"2245","COMMERCIAL CONDO","2220","OFFICES",0,1,1,1001,0,"COMMERCIAL","OFFICE"
"R427023","566732106017",0,2004,"2245","COMMERCIAL CONDO","2220","OFFICES",0,1,1,1175,0,"COMMERCIAL","OFFICE"
"R427024","566732106018",0,2004,"2245","COMMERCIAL CONDO","2220","OFFICES",0,1,1,1060,0,"COMMERCIAL","OFFICE"
"R427027","566732106021",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2,1,1704,,"SFR","CONVENTION"
"R427033","566732106027",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1.75,2,1213,,"SFR","CONVENTION"
"R424457","566529332038",0,1994,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,437,,"SFR","CONVENTION"
"R424458","566529332039",0,1994,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,437,,"SFR","CONVENTION"
"R424461","559703200165",0,1986,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,2072,0,"SFR","CONVENTION"
"R424468","566514105005",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,2510,0,"SFR","CUSTOM"
"R424470","566514105007",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,2616,0,"SFR","CUSTOM"
"R424471","566514105008",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,1,3434,0,"SFR","CUSTOM"
"R424476","566514105013",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,3060,0,"SFR","CUSTOM"
"R424480","566514105017",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1.5,2878,0,"SFR","CUSTOM"
"R424481","566514105018",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.5,2,2326,0,"SFR","CUSTOM"
"R424486","566514105023",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,2,2335,0,"SFR","CUSTOM"
"R424491","566514105028",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,2281,0,"SFR","CUSTOM"
"R424549","566517102017",0,2000,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,1.5,1664,,"SFR","TOWNHOME"
"R424563","567133200180",0,2007,"1212","SINGLE FAM RES  ","1299","MODULAR SFR",3,2,1,1920,,"SFR","MODULAR"
"R424569","616506200124",0,2008,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1277","SFR NOT INTEGRAL TO AG",1,1,1,2002,,"SFR","STRAW BALE"
"R424586","590509200617",0,2002,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,1,4010.6001,0,"SFR","CONVENTION"
"R424597","559716400059",0,1956,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,4692,0,"SFR","CONVENTION"
"R424597","559716400059",1,1980,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,0.75,2,,,"SFR","CONVENTION"
"R424697","591123300476",0,1982,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,2,1351,0,"SFR","MODERN"
"R424787","567103100801",0,1980,"2215","LODGING         ","2215","RES USE IN HOTEL / MOTEL",14,0,1,2704,14,"COMMERCIAL","LODGING/HTL-MTL"
"R424787","567103100801",0,1938,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1.5,1998,0,"SFR","LOG HOME"
"R424792","566529225015",0,1892,"2212","MERCHANDISING   ","2212","MERCHANDISING",0,1,2,2875,0,"COMMERCIAL","RETAIL/MERCHAND"
"R424792","566529225015",0,1892,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",2,2,1,1875,2,"SFR","DUPLEX"
"R424799","537720408022",0,1968,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,3213,0,"SFR","CONVENTION"
"R424802","567502206023",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,2628,,"SFR","MODERN"
"R424813","566507200038",0,1928,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,1.5,1,1852,0,"SFR","CONVENTION"
"R424849","566106300339",0,2005,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1212","SINGLE FAM RES",3,3,1,4820,0,"SFR","CONVENTION"
"R424856","560127300063",0,2010,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,2,1,1536,,"SFR","CONTEMP"
"R424860","566521418032",0,2002,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,2080,,"SFR","TOWNHOME"
"R424867","566522204019",0,2002,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1772,,"SFR","TOWNHOME"
"R424868","566522204020",0,2002,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1772,,"SFR","TOWNHOME"
"R424873","567517409010",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,1.5,2352,,"SFR","CONTEMP"
"R424875","590319200703",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,1.5,1536,0,"SFR","CONVENTION"
"R424875","590319200703",1,2015,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1.75,1.5,3354,,"SFR","CONVENTION"
"R426839","566516335013",0,1998,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2.5,1,998,,"SFR","CONVENTION"
"R426844","567712116100",0,2002,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,2,1,4275,0,"COMMERCIAL","SPEC PURPOSE"
"R426846","567712116002",0,2005,"1212","SINGLE FAM RES  ","1231","TOWNHOME",3,2,2,1456,1,"SFR","TOWNHOME"
"R426859","567701215005",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,2287,0,"SFR","SOUTHWEST"
"R426869","567701215015",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2246,0,"SFR","CONVENTION"
"R426873","567701215019",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1890,0,"SFR","CONVENTION"
"R426875","567701215021",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,2759,0,"SFR","CONVENTION"
"R426909","566512303005",0,1953,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,1667,0,"SFR","CONVENTION"
"R426937","537101206022",0,2017,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.25,1.5,4310,,"SFR","CUSTOM"
"R426939","537101206024",0,2022,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,5.25,2,6927,,"SFR","MODERN"
"R426942","537101206027",0,2023,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,4.5,1.5,5556,,"SFR","MODERN"
"R426948","537101206033",0,2008,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.25,1,3165,,"SFR","CONTEMP"
"R426957","566516419029",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,2,2574,0,"SFR","CONVENTION"
"R426959","566516419031",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,2,2574,0,"SFR","CONVENTION"
"R426965","566516419037",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1379,0,"SFR","CONVENTION"
"R426975","590316401004",0,2018,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,1,1949,,"SFR","CONVENTION"
"R426980","590316301804",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,3872,,"SFR","CONVENTION"
"R426986","595106400275",0,2019,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1,2480,,"SFR","CONVENTION"
"R427005","566514106001",0,2008,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,2543,,"SFR","CUSTOM"
"R427006","566514106002",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2529,0,"SFR","CONVENTION"
"R427015","566516307027",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,3,2,1980,0,"SFR","CONVENTION"
"R427016","566732106010",0,2004,"2245","COMMERCIAL CONDO","2220","OFFICES",0,1,1,1375,0,"COMMERCIAL","OFFICE"
"R427019","566732106013",0,2004,"2245","COMMERCIAL CONDO","2220","OFFICES",0,1,1,971,,"COMMERCIAL","OFFICE"
"R427026","566732106020",0,2004,"9271","EX CHAR NON-RESIDENTIAL","2220","OFFICES",0,1,1,1225,0,"COMMERCIAL","OFFICE"
"R427029","566732106023",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2,2,1472,,"SFR","CONVENTION"
"R427036","566732106030",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2.5,1,1382,,"SFR","CONVENTION"
"R427039","566732106033",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,846,,"SFR","CONVENTION"
"R427045","566732106039",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2.25,2,2273,,"SFR","CONVENTION"
"R427046","566732106040",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1.5,1,1083,,"SFR","CONVENTION"
"R427053","566732106047",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1.5,1,963,,"SFR","CONVENTION"
"R427054","566732106048",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1.75,1,1404,,"SFR","CONVENTION"
"R427057","566732106051",0,2005,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,2,2,1798,,"SFR","CONVENTION"
"R427133","566909401011",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.25,1.5,3024,0,"SFR","LOG HOME"
"R427134","590505300642",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.5,1,1818,0,"SFR","CONVENTION"
